sample_index,pid,split,dataset_file_path,caption,input_ids_raw,attention_mask_raw,num_tokens
21,579,train,HoGuom_00/00580_00005465.jpg,"cô gái tóc dài màu đen, đeo kính, mặc áo phông ngắn tay màu xám, quần jean màu xanh đen, đi giày thể thao màu trắng.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00021_pid579_00580_00005465_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00021_pid579_00580_00005465_attention_mask.raw,54
22,810,train,HoGuom_01/00811_00002580.jpg,"nam chụp từ phía trước, tóc đen cắt cao, đeo kính trắng, da trắng, dáng cao và đậm người, áo phông có cổ nền xanh đậm kẻ ngang các màu trắng, đỏ, đeo túi xám phía trước, chắp tay sau lưng, quần sooc xanh dài quá đầu gối, đi dép crocs đỏ, đang bước chân trái lên trước, chân phải phía sau.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00022_pid810_00811_00002580_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00022_pid810_00811_00002580_attention_mask.raw,64
23,1947,train,DHGTVT_00/01948_00011460.jpg,"nam tóc ngắn màu đen, mặc áo màu xám cộc tay, hai tay cầm điện thoại ngang ngực, mặc quần bò màu đen, đi giầy thể thao màu trắng có viền đen.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00023_pid1947_01948_00011460_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00023_pid1947_01948_00011460_attention_mask.raw,64
24,731,train,HoGuom_00/00732_00012190.jpg,"người phụ nữ tóc dài màu đen buộc tóc sau gáy, mặc áo ngắn tay màu đen có chấm bi màu trắng, quần dài màu đen chấm trắng.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00024_pid731_00732_00012190_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00024_pid731_00732_00012190_attention_mask.raw,58
25,1779,train,DHHN_HVBCVT_00/01780_00001395.jpg,"Một nam thanh niên đeo khẩu trang màu xanh nước biển, mặc áo khoác màu đen, mặc quần màu đen, đi giày màu xám.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00025_pid1779_01780_00001395_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00025_pid1779_01780_00001395_attention_mask.raw,51
26,1317,train,HoGuom_01/01318_00008370.jpg,"Một người phụ nữ lớn tuổi tóc bạc màu trắng, đeo khẩu trang màu xanh nước biển nhạt, mặc bộ quần áo màu đen có pha các họa tiết màu xanh lá cây, đi dép màu tím.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00026_pid1317_01318_00008370_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00026_pid1317_01318_00008370_attention_mask.raw,64
27,1264,train,HoGuom_01/01265_00008700.jpg,"Một em gái tóc ngắn màu đen, mặc áo màu hồng, mặc quần màu đen và đi giày màu trắng.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00027_pid1264_01265_00008700_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00027_pid1264_01265_00008700_attention_mask.raw,42
28,546,train,HoGuom_00/00547_00003955.jpg,"người đàn ông tóc ngắn màu đen cắt cao, áo phông màu đen, 2 bên sườn có màu đỏ, quần sooc màu xám, đi dép màu nâu.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00028_pid546_00547_00003955_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00028_pid546_00547_00003955_attention_mask.raw,54
29,595,train,HoGuom_00/00596_00006220.jpg,"người đàn ông tóc ngắn màu đen, mặc áo ngắn tay màu đen, cầm điện thoại màu đen, mặc quần dài màu ghi, đi dép màu đen.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00029_pid595_00596_00006220_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00029_pid595_00596_00006220_attention_mask.raw,54
30,1666,train,DHHN_HVBCVT_00/01667_00047640.jpg,"nữ, tóc màu đen, mũ bảo hiểm màu trắng, khẩu trang màu đen, áo bên trong màu da cam, áo khoác ngoài màu đen, quần dài màu xanh đen, giày màu xám, đi xe máy màu đen.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00030_pid1666_01667_00047640_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00030_pid1666_01667_00047640_attention_mask.raw,64
31,738,train,HoGuom_00/00739_00012340.jpg,"người đàn ông tóc ngắn màu đen, mặc áo phông ngắn tay màu xanh da trời, mặc quần sooc màu đen, đi tất màu đen, đi giày màu xám.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00031_pid738_00739_00012340_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00031_pid738_00739_00012340_attention_mask.raw,59
32,125,train,HoGuom_00/00126_00002260.jpg,"nam mặc áo phông màu đỏ thẫm, tay đeo đồng hồ, mặc quần ngố tối màu.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00032_pid125_00126_00002260_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00032_pid125_00126_00002260_attention_mask.raw,36
33,27,train,TRAINNING_DATA/Person28/output_6.jpg,"Một nữ giới trẻ tuổi, có mái tóc đen, dài ngang lưng, tóc mái rẽ sang hai bên để lộ phần trán, mặc chiếc áo khoác màu trắng có các đường viền kẻ màu xanh xung quanh thân áo và tay áo, và chiếc quần jeans màu xanh, chân đi đôi dép lê.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00033_pid27_output_6_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00033_pid27_output_6_attention_mask.raw,64
34,864,train,HoGuom_01/00865_00010650.jpg,"nam tóc ngắn, mặc áo phông cộc tay màu đen, trên cánh tay phải có đeo miếng hình chữ nhật màu đen viền màu xám, mặc quần đùi màu đen, đi giầy thể thao màu đen đế giầy màu trắng.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00034_pid864_00865_00010650_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00034_pid864_00865_00010650_attention_mask.raw,64
35,154,train,HoGuom_00/00155_00003525.jpg,"nam thanh niên đeo kính, mặc áo phông trắng, quần ngố đen, đi giày thể thao trắng.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00035_pid154_00155_00003525_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00035_pid154_00155_00003525_attention_mask.raw,36
36,1045,train,HoGuom_01/01046_00000360.jpg,"nữ tóc ngang vai màu đen để xõa, đeo kính, đeo khẩu trang màu xanh nhạt, mặc áo hồng nhạt tay bồng lỡ, mặc quần sooc bò, đi giầy thể thao màu nâu đỏ đế màu trắng, chân trai co gối hướng về phía sau, sau lưng đeo ba lo nhỏ màu nâu.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00036_pid1045_01046_00000360_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00036_pid1045_01046_00000360_attention_mask.raw,64
37,49,train,TEST_DATA/Person50.2/output_2.jpg,"Một cậu con trai tóc đen cắt ngắn, mặc áo phông màu xanh nước biển, quần đùi cũng màu xanh nước biển, đi giày thể thao màu đen, đeo tất cao cổ màu đen.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00037_pid49_output_2_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00037_pid49_output_2_attention_mask.raw,64
38,436,train,HoGuom_00/00437_00014820.jpg,"nam thanh niên tóc ngắn mặc áo ngắn tay màu trắng, khoác ba lô đen, mặc quần sooc màu xám.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00038_pid436_00437_00014820_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00038_pid436_00437_00014820_attention_mask.raw,42
39,1862,train,DHGTVT_00/01863_00003080.jpg,"nam tóc ngắn, mặc áo phông cổ và thân màu xanh nước biển thẫm, ngực và hai tay màu trắng, mặc quần thể thao màu đen dọc hai ống quần có viền trắng, đi giầy màu đen.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00039_pid1862_01863_00003080_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00039_pid1862_01863_00003080_attention_mask.raw,64
40,1368,train,HoGuom_01/01369_00006270.jpg,"Một người đàn ông tóc màu đen, mặc áo polo màu xám, mặc quần short màu xanh và đi giày thể thao.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00040_pid1368_01369_00006270_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00040_pid1368_01369_00006270_attention_mask.raw,45
41,314,train,HoGuom_00/00315_00010275.jpg,"nữ tầm 50 tuổi, mặc áo hoa và quần hoa nhiều màu sặc sỡ.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00041_pid314_00315_00010275_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00041_pid314_00315_00010275_attention_mask.raw,35
42,1656,train,DHHN_HVBCVT_00/01657_00043110.jpg,"cô gái tóc dài màu đen, áo khoác màu đỏ trắng, quần dài màu đen có kẻ sọc màu trắng, đi giày màu trắng.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00042_pid1656_01657_00043110_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00042_pid1656_01657_00043110_attention_mask.raw,48
43,1272,train,HoGuom_01/01273_00007770.jpg,"Một em nhỏ có tóc màu đen, mặc váy màu đỏ, đi giày màu hồng.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00043_pid1272_01273_00007770_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00043_pid1272_01273_00007770_attention_mask.raw,29
44,681,train,HoGuom_00/00682_00009730.jpg,"cô bé tóc dài màu đen, xõa tóc hai bên, mặc áo ngắn tay màu trắng, cổ đeo dây màu đỏ, tay cầm túi màu trắng, đi giày thể thao màu đỏ.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00044_pid681_00682_00009730_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00044_pid681_00682_00009730_attention_mask.raw,64
45,913,train,HoGuom_01/00914_00005070.jpg,"nữ đeo kính trắng, buộc tóc ra phía sau, mặc áo phông màu trắng hồng, đeo túi ở vai phải, mặc quần đen ngắn đến giữa ống đồng, đi sục giả giày thể thao trắng.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00045_pid913_00914_00005070_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00045_pid913_00914_00005070_attention_mask.raw,64
46,94,train,HoGuom_00/00095_00001075.jpg,"nam mặc áo phông vàng, quần dài đen, đi giày đen.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00046_pid94_00095_00001075_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00046_pid94_00095_00001075_attention_mask.raw,23
47,1679,train,DHHN_HVBCVT_00/01680_00001335.jpg,"người phụ nữ mặc áo khoác dài màu đen, khoác ba lô màu xám, mặc quần dài màu đen, đi giày thể thao màu trắng.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00047_pid1679_01680_00001335_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00047_pid1679_01680_00001335_attention_mask.raw,53
48,727,train,HoGuom_00/00728_00012325.jpg,"người phụ nữ tóc dài màu đen, mặc áo phông ngắn tay màu vàng, quần đùi màu đen, đi giày màu xanh ngọc.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00048_pid727_00728_00012325_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00048_pid727_00728_00012325_attention_mask.raw,47
49,733,train,HoGuom_00/00734_00012555.jpg,"người đàn ông tóc ngắn màu đen, mặc áo phông ngắn tay màu xanh, đeo túi chéo quai màu đen, mặc quần sooc màu đen.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00049_pid733_00734_00012555_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00049_pid733_00734_00012555_attention_mask.raw,54
50,538,train,HoGuom_00/00539_00003555.jpg,"Cậu bé tóc ngắn màu đen, mặc áo phông màu xanh nước biển, trước ngực có hình màu xanh lá cây, quần sooc màu đen, đi đôi giày màu đen.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00050_pid538_00539_00003555_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00050_pid538_00539_00003555_attention_mask.raw,58
51,1145,train,HoGuom_01/01146_00002040.jpg,"Một cô gái đội mũ trắng, tóc dài màu nâu để tóc phía trước, khoác túi màu nâu, mặc áo màu xám, quần bò màu xanh, đi giày màu đen, đang đi bộ.",/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00051_pid1145_01146_00002040_input_ids.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_text_calib_500/raw/00051_pid1145_01146_00002040_attention_mask.raw,64
