result_index,pid,dataset_file_path,raw_path,qnn_output_path,dim,qnn_norm,torch_norm,cosine_raw,cosine_l2,l2_raw,l2_l2,mean_abs_raw,max_abs_raw,qnn_has_nan,qnn_has_inf,torch_has_nan,torch_has_inf
10,2005,TamChuc_01/02006_1.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_test_gallery_2000/raw/00010_pid2005_TamChuc_01_02006_1.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_runs/rotated_w8a8_learned_qat_v8_gallery_2000/Result_10/output_0.raw,768,12.930293138333603,12.611498873991936,0.9725491404533386,0.9725490808486938,3.0090713500976562,0.23431164026260376,0.08466863632202148,0.41840672492980957,False,False,False,False
11,2005,TamChuc_01/02006_2.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_test_gallery_2000/raw/00011_pid2005_TamChuc_01_02006_2.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_runs/rotated_w8a8_learned_qat_v8_gallery_2000/Result_11/output_0.raw,768,12.526902809583211,12.623866981841235,0.9607712626457214,0.9607712030410767,3.5237045288085938,0.2801024317741394,0.10013019293546677,0.5378862619400024,False,False,False,False
12,2006,TamChuc_01/02007_1.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_test_gallery_2000/raw/00012_pid2006_TamChuc_01_02007_1.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_runs/rotated_w8a8_learned_qat_v8_gallery_2000/Result_12/output_0.raw,768,12.55672925059854,12.593732032648738,0.9296931028366089,0.9296931028366089,4.715661525726318,0.37498486042022705,0.1345243901014328,0.6230292320251465,False,False,False,False
13,2006,TamChuc_01/02007_2.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_test_gallery_2000/raw/00013_pid2006_TamChuc_01_02007_2.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_runs/rotated_w8a8_learned_qat_v8_gallery_2000/Result_13/output_0.raw,768,12.88077941054144,12.406473566761633,0.946424126625061,0.946424126625061,4.165132522583008,0.32734012603759766,0.11614429950714111,0.6447319984436035,False,False,False,False
14,2007,TamChuc_01/02008_1.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_test_gallery_2000/raw/00014_pid2007_TamChuc_01_02008_1.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_runs/rotated_w8a8_learned_qat_v8_gallery_2000/Result_14/output_0.raw,768,12.66351820620289,12.676945649571683,0.9624435305595398,0.962443470954895,3.472506284713745,0.2740660309791565,0.09949507564306259,0.4454497694969177,False,False,False,False
15,2007,TamChuc_01/02008_2.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_test_gallery_2000/raw/00015_pid2007_TamChuc_01_02008_2.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_runs/rotated_w8a8_learned_qat_v8_gallery_2000/Result_15/output_0.raw,768,12.23268663453713,12.004712207574176,0.9539816379547119,0.9539816379547119,3.683414936065674,0.3033754527568817,0.10585886240005493,0.5334446430206299,False,False,False,False
16,2008,TamChuc_01/02009_1.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_test_gallery_2000/raw/00016_pid2008_TamChuc_01_02009_1.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_runs/rotated_w8a8_learned_qat_v8_gallery_2000/Result_16/output_0.raw,768,12.42490609407896,12.325932452730017,0.9323990345001221,0.9323990345001221,4.551455497741699,0.36769789457321167,0.1307617574930191,0.735821008682251,False,False,False,False
17,2008,TamChuc_01/02009_2.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_test_gallery_2000/raw/00017_pid2008_TamChuc_01_02009_2.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_runs/rotated_w8a8_learned_qat_v8_gallery_2000/Result_17/output_0.raw,768,12.732197189795716,13.48451266583516,0.9448360204696655,0.9448360800743103,4.416772842407227,0.33215630054473877,0.12428813427686691,0.7504806518554688,False,False,False,False
18,2009,TamChuc_01/02010_1.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_test_gallery_2000/raw/00018_pid2009_TamChuc_01_02010_1.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_runs/rotated_w8a8_learned_qat_v8_gallery_2000/Result_18/output_0.raw,768,12.479941694549163,12.813926253824004,0.9284213781356812,0.9284212589263916,4.796335697174072,0.3783612549304962,0.13510636985301971,0.9778599739074707,False,False,False,False
19,2009,TamChuc_01/02010_2.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_test_gallery_2000/raw/00019_pid2009_TamChuc_01_02010_2.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_runs/rotated_w8a8_learned_qat_v8_gallery_2000/Result_19/output_0.raw,768,12.009199176915955,12.69356020696184,0.9149410128593445,0.9149409532546997,5.138193130493164,0.41245341300964355,0.14602875709533691,0.7121895551681519,False,False,False,False
20,2010,TamChuc_01/02011_1.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_test_gallery_2000/raw/00020_pid2010_TamChuc_01_02011_1.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_runs/rotated_w8a8_learned_qat_v8_gallery_2000/Result_20/output_0.raw,768,12.521909414179863,11.957940511292016,0.9688680171966553,0.9688680768013,3.105027675628662,0.2495269775390625,0.08665821701288223,0.3382234275341034,False,False,False,False
21,2010,TamChuc_01/02011_2.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_test_gallery_2000/raw/00021_pid2010_TamChuc_01_02011_2.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_runs/rotated_w8a8_learned_qat_v8_gallery_2000/Result_21/output_0.raw,768,13.435396520891286,13.215695627208069,0.9556854963302612,0.9556854367256165,3.97304368019104,0.29770627617836,0.1129656732082367,0.5569928884506226,False,False,False,False
22,2011,TamChuc_01/02012_1.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_test_gallery_2000/raw/00022_pid2011_TamChuc_01_02012_1.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_runs/rotated_w8a8_learned_qat_v8_gallery_2000/Result_22/output_0.raw,768,12.76612597571842,12.337345452721198,0.954900860786438,0.954900860786438,3.7934234142303467,0.30032992362976074,0.1082574725151062,0.5351854562759399,False,False,False,False
23,2011,TamChuc_01/02012_2.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_test_gallery_2000/raw/00023_pid2011_TamChuc_01_02012_2.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_runs/rotated_w8a8_learned_qat_v8_gallery_2000/Result_23/output_0.raw,768,12.7713639470212,13.108806618917201,0.9437638521194458,0.9437638521194458,4.352428436279297,0.33536842465400696,0.12189707905054092,0.5272374749183655,False,False,False,False
24,2012,TamChuc_01/02013_2.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_test_gallery_2000/raw/00024_pid2012_TamChuc_01_02013_2.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_runs/rotated_w8a8_learned_qat_v8_gallery_2000/Result_24/output_0.raw,768,13.635486018698288,13.805574770543219,0.9523457288742065,0.9523457288742065,4.239139080047607,0.30872035026550293,0.11984100192785263,0.5250899791717529,False,False,False,False
25,2012,TamChuc_01/02013_4.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_test_gallery_2000/raw/00025_pid2012_TamChuc_01_02013_4.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_runs/rotated_w8a8_learned_qat_v8_gallery_2000/Result_25/output_0.raw,768,13.186251863400608,13.458396266556504,0.952143132686615,0.9521431922912598,4.130366325378418,0.3093758523464203,0.11643082648515701,0.48121142387390137,False,False,False,False
26,2013,TamChuc_01/02014_1.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_test_gallery_2000/raw/00026_pid2013_TamChuc_01_02014_1.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_runs/rotated_w8a8_learned_qat_v8_gallery_2000/Result_26/output_0.raw,768,13.069825545953005,12.319142827687015,0.9493248462677002,0.9493247866630554,4.10874605178833,0.31835514307022095,0.11707217246294022,0.4897887706756592,False,False,False,False
27,2013,TamChuc_01/02014_2.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_test_gallery_2000/raw/00027_pid2013_TamChuc_01_02014_2.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_runs/rotated_w8a8_learned_qat_v8_gallery_2000/Result_27/output_0.raw,768,12.632247894841491,12.053018424788245,0.9483691453933716,0.9483691453933716,4.007221698760986,0.32134395837783813,0.11437743902206421,0.4622262120246887,False,False,False,False
28,2014,TamChuc_01/02015_1.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_test_gallery_2000/raw/00028_pid2014_TamChuc_01_02015_1.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_runs/rotated_w8a8_learned_qat_v8_gallery_2000/Result_28/output_0.raw,768,14.017483083694517,14.4333759875137,0.9691351056098938,0.9691351652145386,3.558377981185913,0.24845421314239502,0.10130418092012405,0.5244807004928589,False,False,False,False
29,2014,TamChuc_01/02015_2.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_test_gallery_2000/raw/00029_pid2014_TamChuc_01_02015_2.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_runs/rotated_w8a8_learned_qat_v8_gallery_2000/Result_29/output_0.raw,768,13.557333826996576,13.9073519784764,0.966602087020874,0.966602087020874,3.5660367012023926,0.25844866037368774,0.1017841100692749,0.4904909133911133,False,False,False,False
30,2015,TamChuc_01/02016_1.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_test_gallery_2000/raw/00030_pid2015_TamChuc_01_02016_1.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_runs/rotated_w8a8_learned_qat_v8_gallery_2000/Result_30/output_0.raw,768,12.908150981175144,13.146789838825866,0.9710646271705627,0.971064567565918,3.1428747177124023,0.24056343734264374,0.09071605652570724,0.43350112438201904,False,False,False,False
31,2015,TamChuc_01/02016_2.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_test_gallery_2000/raw/00031_pid2015_TamChuc_01_02016_2.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_runs/rotated_w8a8_learned_qat_v8_gallery_2000/Result_31/output_0.raw,768,12.324978429505329,12.717362942317513,0.952802300453186,0.952802300453186,3.8664743900299072,0.30723845958709717,0.10780679434537888,0.7090409994125366,False,False,False,False
32,2016,TamChuc_01/02017_1.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_test_gallery_2000/raw/00032_pid2016_TamChuc_01_02017_1.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_runs/rotated_w8a8_learned_qat_v8_gallery_2000/Result_32/output_0.raw,768,12.960732687114087,12.807044537521719,0.9600857496261597,0.9600857496261597,3.643385887145996,0.2825395464897156,0.10319028049707413,0.532289981842041,False,False,False,False
33,2016,TamChuc_01/02017_2.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_test_gallery_2000/raw/00033_pid2016_TamChuc_01_02017_2.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_runs/rotated_w8a8_learned_qat_v8_gallery_2000/Result_33/output_0.raw,768,13.100736520613609,12.93726948126071,0.9691134691238403,0.9691134095191956,3.2398252487182617,0.2485414445400238,0.09424451738595963,0.5083103179931641,False,False,False,False
34,2017,TamChuc_01/02018_1.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_test_gallery_2000/raw/00034_pid2017_TamChuc_01_02018_1.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_runs/rotated_w8a8_learned_qat_v8_gallery_2000/Result_34/output_0.raw,768,12.690491413491754,12.492540852070997,0.9669252038002014,0.9669251441955566,3.244427442550659,0.2571956515312195,0.0929986834526062,0.4437830448150635,False,False,False,False
35,2017,TamChuc_01/02018_2.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_test_gallery_2000/raw/00035_pid2017_TamChuc_01_02018_2.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_runs/rotated_w8a8_learned_qat_v8_gallery_2000/Result_35/output_0.raw,768,12.813348807242996,12.4582820427803,0.9597179293632507,0.9597179293632507,3.603710889816284,0.2838384211063385,0.10285992175340652,0.47676777839660645,False,False,False,False
36,2018,TamChuc_01/02019_1.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_test_gallery_2000/raw/00036_pid2018_TamChuc_01_02019_1.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_runs/rotated_w8a8_learned_qat_v8_gallery_2000/Result_36/output_0.raw,768,13.733636591947423,13.6594552323235,0.9652001857757568,0.9652001857757568,3.6141233444213867,0.2638164758682251,0.10299056768417358,0.48379433155059814,False,False,False,False
37,2018,TamChuc_01/02019_2.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_test_gallery_2000/raw/00037_pid2018_TamChuc_01_02019_2.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_runs/rotated_w8a8_learned_qat_v8_gallery_2000/Result_37/output_0.raw,768,13.160866803073208,13.276685281959644,0.9629544019699097,0.9629544019699097,3.59993839263916,0.27219685912132263,0.10012322664260864,0.5963366031646729,False,False,False,False
38,2019,TamChuc_01/02020_1.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_test_gallery_2000/raw/00038_pid2019_TamChuc_01_02020_1.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_runs/rotated_w8a8_learned_qat_v8_gallery_2000/Result_38/output_0.raw,768,13.913199540590348,14.611726659710286,0.9650827050209045,0.9650827050209045,3.832099199295044,0.26426196098327637,0.10829120874404907,0.5278404951095581,False,False,False,False
39,2019,TamChuc_01/02020_2.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_test_gallery_2000/raw/00039_pid2019_TamChuc_01_02020_2.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_runs/rotated_w8a8_learned_qat_v8_gallery_2000/Result_39/output_0.raw,768,14.271228231876062,14.19915667346894,0.9702135324478149,0.9702136516571045,3.4751956462860107,0.24407532811164856,0.09955116361379623,0.5712206363677979,False,False,False,False
40,2020,TamChuc_01/02021_1.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_test_gallery_2000/raw/00040_pid2020_TamChuc_01_02021_1.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_runs/rotated_w8a8_learned_qat_v8_gallery_2000/Result_40/output_0.raw,768,12.423554463997599,12.399743818550878,0.9433673024177551,0.9433673024177551,4.177195072174072,0.3365490436553955,0.12213786691427231,0.5793591141700745,False,False,False,False
41,2020,TamChuc_01/02021_2.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_test_gallery_2000/raw/00041_pid2020_TamChuc_01_02021_2.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_runs/rotated_w8a8_learned_qat_v8_gallery_2000/Result_41/output_0.raw,768,11.81009315731368,11.68523665051924,0.948245644569397,0.948245644569397,3.781554937362671,0.3217274844646454,0.10785972326993942,0.46813076734542847,False,False,False,False
42,2021,TamChuc_01/02022_1.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_test_gallery_2000/raw/00042_pid2021_TamChuc_01_02022_1.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_runs/rotated_w8a8_learned_qat_v8_gallery_2000/Result_42/output_0.raw,768,13.718406873912633,13.660880105714105,0.9741641283035278,0.9741641283035278,3.1123712062835693,0.22731389105319977,0.08663322776556015,0.47734570503234863,False,False,False,False
43,2021,TamChuc_01/02022_2.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_test_gallery_2000/raw/00043_pid2021_TamChuc_01_02022_2.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_runs/rotated_w8a8_learned_qat_v8_gallery_2000/Result_43/output_0.raw,768,13.703392646402603,13.433368145866083,0.9773455858230591,0.9773454666137695,2.900592565536499,0.21285805106163025,0.0840650275349617,0.3691379427909851,False,False,False,False
44,2022,TamChuc_01/02023_1.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_test_gallery_2000/raw/00044_pid2022_TamChuc_01_02023_1.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_runs/rotated_w8a8_learned_qat_v8_gallery_2000/Result_44/output_0.raw,768,12.417260456322195,12.559507505721376,0.9678047895431519,0.9678049087524414,3.1720986366271973,0.25375255942344666,0.09040752053260803,0.3922717571258545,False,False,False,False
45,2022,TamChuc_01/02023_2.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_test_gallery_2000/raw/00045_pid2022_TamChuc_01_02023_2.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_runs/rotated_w8a8_learned_qat_v8_gallery_2000/Result_45/output_0.raw,768,12.591199856408291,12.600723240188298,0.959219217300415,0.9592191576957703,3.5972867012023926,0.2855895161628723,0.1026415005326271,0.4649982154369354,False,False,False,False
46,2023,TamChuc_01/02024_1.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_test_gallery_2000/raw/00046_pid2023_TamChuc_01_02024_1.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_runs/rotated_w8a8_learned_qat_v8_gallery_2000/Result_46/output_0.raw,768,13.53454891473589,14.096431411678248,0.9635522365570068,0.9635522365570068,3.771387815475464,0.26999175548553467,0.10610204935073853,0.5094859600067139,False,False,False,False
47,2023,TamChuc_01/02024_2.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_test_gallery_2000/raw/00047_pid2023_TamChuc_01_02024_2.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_runs/rotated_w8a8_learned_qat_v8_gallery_2000/Result_47/output_0.raw,768,14.230045151460416,14.410706574597098,0.9689202308654785,0.9689202308654785,3.5748212337493896,0.24931778013706207,0.10248402506113052,0.4640880227088928,False,False,False,False
48,2024,TamChuc_01/02025_1.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_test_gallery_2000/raw/00048_pid2024_TamChuc_01_02025_1.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_runs/rotated_w8a8_learned_qat_v8_gallery_2000/Result_48/output_0.raw,768,13.2935812515163,13.272238800929332,0.9672629237174988,0.9672629237174988,3.3988778591156006,0.2558785378932953,0.09783586859703064,0.4840863347053528,False,False,False,False
49,2024,TamChuc_01/02025_2.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_test_gallery_2000/raw/00049_pid2024_TamChuc_01_02025_2.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_runs/rotated_w8a8_learned_qat_v8_gallery_2000/Result_49/output_0.raw,768,13.00798355815323,13.179043724845652,0.9603676795959473,0.9603676795959473,3.6902313232421875,0.2815396189689636,0.10179483890533447,0.7453435659408569,False,False,False,False
50,2025,TamChuc_01/02026_1.jpg,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_inputs/vn3k_test_gallery_2000/raw/00050_pid2025_TamChuc_01_02026_1.raw,/Users/phamtunglam/Documents/Projects/mSigLIP/code/artifacts/deployment/qnn_runs/rotated_w8a8_learned_qat_v8_gallery_2000/Result_50/output_0.raw,768,12.817031469558053,12.673442587505033,0.9644249677658081,0.9644249081611633,3.4026408195495605,0.26673993468284607,0.09536244720220566,0.5369089841842651,False,False,False,False
